datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2026-01-27 04:00:00,0.3209,0.0524,233.832,1.373,1.593,0.602,3.039
2026-01-27 04:05:00,0.3456,0.053,230.082,1.502,1.836,0.616,3.437
2026-01-27 04:10:00,0.3389,0.0378,230.254,1.472,1.522,1.197,3.839
2026-01-27 04:15:00,0.3182,0.0511,230.264,1.382,1.693,0.767,6.07
2026-01-27 04:20:00,0.3031,0.0339,233.487,1.298,1.279,1.351,6.028
2026-01-27 04:25:00,0.3569,0.0477,227.387,1.57,2.793,2.232,6.661
2026-01-27 04:30:00,0.3109,0.0355,229.009,1.358,1.869,1.127,3.89
2026-01-27 04:35:00,0.304,0.0514,229.578,1.324,2.993,1.791,3.569
2026-01-27 04:40:00,0.2989,0.0361,225.697,1.324,1.583,0.499,4.542
2026-01-27 04:45:00,0.3005,0.0418,227.71,1.32,1.858,0.754,5.216
2026-01-27 04:50:00,0.297,0.0563,232.617,1.277,1.858,0.54,6.164
2026-01-27 04:55:00,0.295,0.0355,231.901,1.272,1.244,0.976,2.944
2026-01-27 05:00:00,0.3526,0.0532,232.343,1.518,3.195,2.189,3.156
2026-01-27 05:05:00,0.3691,0.0524,228.527,1.615,1.607,0.794,6.28
2026-01-27 05:10:00,0.3648,0.0371,228.836,1.594,3.521,1.714,6.836
2026-01-27 05:15:00,0.3635,0.0652,225.53,1.612,3.406,1.426,6.875
2026-01-27 05:20:00,0.377,0.0403,232.33,1.623,2.748,2.397,6.338
2026-01-27 05:25:00,0.3649,0.0538,232.742,1.568,2.678,0.832,7.393
2026-01-27 05:30:00,0.3896,0.0608,232.71,1.674,3.109,1.062,5.736
2026-01-27 05:35:00,0.308,0.0502,234.01,1.316,1.979,0.559,6.085
2026-01-27 05:40:00,0.3689,0.0623,231.055,1.596,2.929,1.415,7.536
2026-01-27 05:45:00,0.3695,0.0463,233.892,1.58,1.636,1.129,6.991
2026-01-27 05:50:00,0.3135,0.0317,229.499,1.366,1.405,1.886,3.826
2026-01-27 05:55:00,0.3489,0.0601,225.582,1.547,2.384,1.637,3.763
2026-01-27 06:00:00,0.7454,0.1145,232.152,3.211,5.495,3.531,11.318
2026-01-27 06:05:00,0.7201,0.1322,225.49,3.193,6.73,3.115,10.078
2026-01-27 06:10:00,0.7551,0.1375,230.426,3.277,3.607,1.605,14.577
2026-01-27 06:15:00,0.7458,0.1375,232.388,3.209,6.687,2.903,7.148
2026-01-27 06:20:00,0.8544,0.1269,230.811,3.702,4.607,5.694,9.872
2026-01-27 06:25:00,0.8106,0.1081,235.696,3.439,5.241,4.736,14.372
2026-01-27 06:30:00,0.8074,0.1446,225.085,3.587,4.855,4.952,7.687
2026-01-27 06:35:00,0.7707,0.1119,229.793,3.354,5.01,4.457,9.513
2026-01-27 06:40:00,0.6913,0.0818,230.044,3.005,3.488,1.508,9.107
2026-01-27 06:45:00,0.7095,0.1316,226.64,3.13,5.04,1.989,11.434
2026-01-27 06:50:00,0.7505,0.1413,227.116,3.305,6.637,1.263,7.738
2026-01-27 06:55:00,0.6982,0.1024,227.887,3.064,4.707,2.223,13.329
2026-01-27 07:00:00,1.3298,0.1431,227.251,5.852,9.347,2.939,18.521
2026-01-27 07:05:00,1.2939,0.1796,229.73,5.632,11.797,5.215,25.614
2026-01-27 07:10:00,1.3034,0.2351,228.493,5.704,10.799,6.585,18.485
2026-01-27 07:15:00,1.3826,0.2629,230.795,5.99,9.716,8.35,16.275
2026-01-27 07:20:00,1.3576,0.1634,231.624,5.861,7.697,7.348,13.72
2026-01-27 07:25:00,1.2856,0.1372,231.454,5.554,11.993,8.176,10.773
2026-01-27 07:30:00,1.3578,0.2549,228.975,5.93,10.228,2.629,20.347
2026-01-27 07:35:00,1.1897,0.1653,230.711,5.157,6.492,2.055,11.508
2026-01-27 07:40:00,1.2769,0.1969,232.588,5.49,7.325,6.351,16.894
2026-01-27 07:45:00,1.2683,0.2496,231.114,5.488,11.227,3.949,19.912
2026-01-27 07:50:00,1.2194,0.1301,234.647,5.197,5.395,3.578,14.364
2026-01-27 07:55:00,1.2777,0.2106,232.455,5.497,12.718,4.244,13.446
2026-01-27 08:00:00,1.4758,0.1585,234.296,6.299,7.272,4.451,26.591
2026-01-27 08:05:00,1.6799,0.2311,223.769,7.507,14.8,7.095,33.88
2026-01-27 08:10:00,1.6135,0.2911,230.242,7.008,10.439,6.24,15.472
2026-01-27 08:15:00,1.5941,0.2285,229.19,6.955,11.219,6.741,16.385
2026-01-27 08:20:00,1.7137,0.3423,229.688,7.461,15.944,8.62,34.846
2026-01-27 08:25:00,1.5486,0.2414,227.988,6.792,10.183,5.579,13.636
2026-01-27 08:30:00,1.4627,0.1932,230.99,6.332,10.681,4.276,30.064
2026-01-27 08:35:00,1.4219,0.1735,225.479,6.306,6.334,3.551,11.932
2026-01-27 08:40:00,1.5648,0.2113,231.009,6.774,6.541,5.342,30.128
2026-01-27 08:45:00,1.4135,0.194,228.071,6.198,7.908,7.599,17.209
2026-01-27 08:50:00,1.6517,0.1765,228.749,7.221,13.44,9.002,33.143
2026-01-27 08:55:00,1.3809,0.1891,231.096,5.976,6.731,6.906,16.979
2026-01-27 09:00:00,1.5797,0.2313,230.197,6.862,7.63,4.481,26.084
2026-01-27 09:05:00,1.5009,0.2586,232.635,6.452,9.852,6.915,14.009
2026-01-27 09:10:00,1.4991,0.2484,227.576,6.587,11.911,6.776,17.033
2026-01-27 09:15:00,1.4728,0.2517,229.798,6.409,12.254,6.021,26.516
2026-01-27 09:20:00,1.5361,0.1549,232.222,6.615,8.0,6.785,22.953
2026-01-27 09:25:00,1.4819,0.1804,230.903,6.418,6.862,6.114,29.538
2026-01-27 09:30:00,1.5357,0.2552,231.064,6.646,14.823,6.901,21.028
2026-01-27 09:35:00,1.4343,0.2128,232.77,6.162,8.157,7.522,27.547
2026-01-27 09:40:00,1.4153,0.1423,228.984,6.181,12.942,3.135,19.737
2026-01-27 09:45:00,1.3714,0.2475,228.458,6.003,12.622,7.426,28.215
2026-01-27 09:50:00,1.4005,0.2483,231.44,6.051,12.146,3.286,28.473
2026-01-27 09:55:00,1.4476,0.2241,229.626,6.304,7.457,2.895,18.019
2026-01-27 10:00:00,1.2238,0.1305,232.806,5.257,10.966,8.012,23.751
2026-01-27 10:05:00,1.2729,0.2249,230.924,5.512,11.015,8.212,24.093
2026-01-27 10:10:00,1.4358,0.2274,228.442,6.285,10.98,2.827,15.746
2026-01-27 10:15:00,1.4032,0.2501,230.846,6.079,8.607,5.449,22.644
2026-01-27 10:20:00,1.3713,0.2402,227.743,6.021,7.814,3.563,12.674
2026-01-27 10:25:00,1.3656,0.2462,232.367,5.877,6.661,5.59,25.663
2026-01-27 10:30:00,1.3607,0.2066,226.507,6.007,9.716,7.916,14.308
2026-01-27 10:35:00,1.2752,0.1454,233.055,5.472,9.667,8.187,11.756
2026-01-27 10:40:00,1.2406,0.2073,230.802,5.375,7.77,6.002,16.545
2026-01-27 10:45:00,1.2962,0.21,229.589,5.646,8.995,4.454,20.149
2026-01-27 10:50:00,1.2275,0.2139,231.908,5.293,7.717,5.749,23.347
2026-01-27 10:55:00,1.3368,0.1564,231.278,5.78,10.569,4.313,27.42
2026-01-27 11:00:00,1.1697,0.1398,233.326,5.013,11.023,7.271,16.174
2026-01-27 11:05:00,1.3711,0.2592,233.303,5.877,7.024,8.252,12.462
2026-01-27 11:10:00,1.3538,0.2369,230.881,5.864,8.653,6.035,23.959
2026-01-27 11:15:00,1.3463,0.2569,227.821,5.91,6.716,4.43,20.731
2026-01-27 11:20:00,1.3873,0.244,228.646,6.067,10.838,4.347,19.328
2026-01-27 11:25:00,1.412,0.2255,229.821,6.144,11.887,2.589,17.226
2026-01-27 11:30:00,1.3426,0.2221,232.704,5.77,12.893,7.714,19.62
2026-01-27 11:35:00,1.1369,0.2148,228.859,4.968,6.586,4.455,14.287
2026-01-27 11:40:00,1.1544,0.1823,229.068,5.039,11.209,3.801,20.543
2026-01-27 11:45:00,1.188,0.1939,234.621,5.064,5.388,4.778,17.977
2026-01-27 11:50:00,1.2346,0.1428,229.739,5.374,9.487,7.112,23.821
2026-01-27 11:55:00,1.284,0.1893,228.413,5.621,5.778,2.94,19.424
2026-01-27 12:00:00,1.3426,0.2304,231.942,5.788,12.594,7.995,15.187
2026-01-27 12:05:00,1.4341,0.1823,229.86,6.239,10.408,8.826,27.208
2026-01-27 12:10:00,1.3867,0.1667,226.526,6.121,11.192,8.875,21.214
2026-01-27 12:15:00,1.4041,0.1845,232.602,6.037,12.662,5.131,15.331
2026-01-27 12:20:00,1.3394,0.1663,228.132,5.871,6.755,3.687,21.602
2026-01-27 12:25:00,1.3547,0.1646,230.109,5.887,5.949,4.789,17.346
2026-01-27 12:30:00,1.2982,0.185,229.83,5.648,12.064,4.324,24.52
2026-01-27 12:35:00,1.2977,0.2476,230.575,5.628,7.791,3.306,18.167
2026-01-27 12:40:00,1.4145,0.2132,224.522,6.3,6.958,6.653,24.632
2026-01-27 12:45:00,1.2727,0.1512,229.162,5.554,8.781,5.154,12.126
2026-01-27 12:50:00,1.5203,0.1637,232.812,6.53,11.64,9.114,20.195
2026-01-27 12:55:00,1.3973,0.237,233.164,5.993,6.075,2.553,28.818
2026-01-27 13:00:00,1.2287,0.1699,227.522,5.4,7.09,6.003,22.656
2026-01-27 13:05:00,1.1884,0.2165,232.301,5.116,5.179,6.514,12.279
2026-01-27 13:10:00,1.3034,0.2163,228.096,5.714,8.627,7.122,15.388
2026-01-27 13:15:00,1.2293,0.2208,229.064,5.367,11.541,7.495,15.312
2026-01-27 13:20:00,1.2668,0.1611,229.195,5.527,12.539,6.729,20.855
2026-01-27 13:25:00,1.4,0.2369,230.272,6.08,11.036,8.828,24.914
2026-01-27 13:30:00,1.2108,0.1531,232.503,5.208,6.187,4.032,21.434
2026-01-27 13:35:00,1.2607,0.2445,230.661,5.466,11.915,5.273,18.541
2026-01-27 13:40:00,1.133,0.1854,229.685,4.933,8.133,1.968,20.924
2026-01-27 13:45:00,1.1656,0.1544,232.418,5.015,5.902,1.983,16.081
2026-01-27 13:50:00,1.2779,0.1622,227.993,5.605,12.196,3.664,12.628
2026-01-27 13:55:00,1.1543,0.1375,229.807,5.023,9.91,2.506,17.764
2026-01-27 14:00:00,1.2376,0.2097,232.489,5.323,10.439,3.673,25.046
2026-01-27 14:05:00,1.1983,0.146,231.323,5.18,9.95,3.058,21.864
2026-01-27 14:10:00,1.1408,0.182,228.834,4.985,6.087,2.064,17.76
2026-01-27 14:15:00,1.2171,0.1539,226.218,5.38,6.569,7.562,19.983
2026-01-27 14:20:00,1.2307,0.2045,230.777,5.333,10.069,2.102,24.571
2026-01-27 14:25:00,1.1928,0.2165,226.053,5.277,6.499,6.378,16.327
2026-01-27 14:30:00,1.045,0.1858,229.469,4.554,7.028,2.537,13.037
2026-01-27 14:35:00,1.0708,0.1886,232.947,4.597,9.347,6.669,22.004
2026-01-27 14:40:00,1.081,0.1284,231.492,4.67,9.447,6.627,20.675
2026-01-27 14:45:00,1.0843,0.118,224.941,4.82,7.385,5.352,13.414
2026-01-27 14:50:00,1.1282,0.1917,230.501,4.895,9.915,5.673,15.942
2026-01-27 14:55:00,1.1206,0.1533,229.202,4.889,10.151,1.898,15.153
2026-01-27 15:00:00,1.0792,0.1546,226.816,4.758,8.619,7.113,11.004
2026-01-27 15:05:00,1.2018,0.1239,230.838,5.206,6.609,7.278,24.404
2026-01-27 15:10:00,1.2327,0.1553,228.771,5.388,7.107,7.571,16.502
2026-01-27 15:15:00,1.2359,0.1278,228.786,5.402,7.419,6.134,23.822
2026-01-27 15:20:00,1.2605,0.2369,230.31,5.473,6.111,4.274,13.488
2026-01-27 15:25:00,1.228,0.1527,228.435,5.376,7.073,7.534,18.643
2026-01-27 15:30:00,1.1821,0.1841,230.239,5.134,6.37,3.693,10.205
2026-01-27 15:35:00,1.1284,0.1172,228.517,4.938,7.699,5.055,20.182
2026-01-27 15:40:00,1.0227,0.1705,228.654,4.473,9.681,2.214,15.948
2026-01-27 15:45:00,1.1328,0.1499,232.482,4.873,5.41,7.11,18.298
2026-01-27 15:50:00,1.1266,0.2138,232.737,4.841,9.428,2.671,10.117
2026-01-27 15:55:00,1.1472,0.2166,225.728,5.082,9.379,3.202,12.586
2026-01-27 16:00:00,1.1675,0.1547,231.868,5.035,5.517,5.204,10.814
2026-01-27 16:05:00,1.2032,0.2287,233.496,5.153,11.489,6.602,14.372
2026-01-27 16:10:00,1.358,0.2711,233.893,5.806,10.161,6.469,21.967
2026-01-27 16:15:00,1.294,0.2362,231.301,5.595,8.137,3.659,19.942
2026-01-27 16:20:00,1.3337,0.2461,227.357,5.866,11.443,2.229,21.319
2026-01-27 16:25:00,1.2731,0.159,231.575,5.498,7.216,6.942,19.351
2026-01-27 16:30:00,1.2481,0.1968,227.827,5.478,10.25,8.229,14.661
2026-01-27 16:35:00,1.2785,0.1364,229.143,5.579,5.623,7.308,14.562
2026-01-27 16:40:00,1.1718,0.1283,230.958,5.074,10.62,4.649,11.772
2026-01-27 16:45:00,1.2017,0.2402,227.988,5.271,8.149,7.433,22.769
2026-01-27 16:50:00,1.1747,0.1558,227.134,5.172,9.258,4.365,18.842
2026-01-27 16:55:00,1.1941,0.2087,231.164,5.166,6.516,5.124,12.735
2026-01-27 17:00:00,1.4191,0.2564,234.668,6.047,11.518,5.751,14.969
2026-01-27 17:05:00,1.4864,0.2762,233.108,6.376,12.889,5.804,28.607
2026-01-27 17:10:00,1.4553,0.2907,231.768,6.279,10.081,8.066,25.638
2026-01-27 17:15:00,1.5926,0.1977,232.448,6.851,12.374,6.849,26.398
2026-01-27 17:20:00,1.4239,0.1481,231.594,6.148,9.723,4.628,19.108
2026-01-27 17:25:00,1.4556,0.2054,231.125,6.298,13.657,4.305,16.897
2026-01-27 17:30:00,1.4087,0.1592,232.247,6.065,9.961,2.614,28.985
2026-01-27 17:35:00,1.5135,0.1547,226.579,6.68,13.738,6.936,27.694
2026-01-27 17:40:00,1.4038,0.191,230.499,6.09,12.411,3.954,16.993
2026-01-27 17:45:00,1.4535,0.2593,229.798,6.325,9.537,3.499,27.512
2026-01-27 17:50:00,1.2865,0.2015,230.197,5.589,7.087,6.35,22.926
2026-01-27 17:55:00,1.4295,0.1877,228.847,6.246,9.342,7.251,17.221
2026-01-27 18:00:00,1.9242,0.3183,231.301,8.319,17.291,10.443,26.295
2026-01-27 18:05:00,1.8866,0.2324,227.955,8.276,10.366,7.894,20.107
2026-01-27 18:10:00,2.0071,0.2036,228.665,8.777,14.503,12.317,19.512
2026-01-27 18:15:00,1.8657,0.3292,228.365,8.17,16.546,11.844,32.403
2026-01-27 18:20:00,2.0393,0.3311,232.16,8.784,12.702,11.631,23.814
2026-01-27 18:25:00,2.0938,0.369,229.971,9.104,16.568,10.143,38.911
2026-01-27 18:30:00,1.8074,0.1878,228.848,7.898,10.121,5.757,37.556
2026-01-27 18:35:00,1.7636,0.324,229.066,7.699,8.473,11.607,16.386
2026-01-27 18:40:00,1.9057,0.3086,230.01,8.285,16.772,5.788,27.15
2026-01-27 18:45:00,1.9061,0.298,234.055,8.144,9.042,5.108,34.993
2026-01-27 18:50:00,1.7297,0.281,226.909,7.623,9.946,6.707,31.473
2026-01-27 18:55:00,1.765,0.3291,231.689,7.618,16.158,3.443,31.476
2026-01-27 19:00:00,2.1536,0.3418,231.18,9.315,13.326,14.125,27.341
2026-01-27 19:05:00,2.078,0.3285,227.793,9.122,20.453,9.577,29.105
2026-01-27 19:10:00,2.1556,0.4291,233.667,9.225,21.301,9.596,33.995
2026-01-27 19:15:00,2.1568,0.3789,231.348,9.323,12.362,10.667,44.231
2026-01-27 19:20:00,2.1721,0.3133,228.731,9.496,9.57,9.018,26.994
2026-01-27 19:25:00,2.2227,0.3795,225.351,9.863,18.403,4.061,44.171
2026-01-27 19:30:00,2.2082,0.3068,230.573,9.577,15.01,10.441,25.836
2026-01-27 19:35:00,2.3045,0.2832,229.888,10.024,10.956,12.093,47.696
2026-01-27 19:40:00,2.0013,0.3196,227.423,8.8,16.599,7.506,33.445
2026-01-27 19:45:00,2.1976,0.4237,227.391,9.664,9.556,11.984,31.046
2026-01-27 19:50:00,2.0834,0.4019,232.171,8.973,19.256,5.837,33.336
2026-01-27 19:55:00,2.1323,0.2861,225.111,9.472,10.609,5.913,25.033
2026-01-27 20:00:00,2.4325,0.3716,230.786,10.54,11.942,6.017,28.607
2026-01-27 20:05:00,2.2651,0.2744,229.531,9.868,11.759,7.988,22.091
2026-01-27 20:10:00,2.4805,0.495,231.243,10.727,24.23,14.639,24.207
2026-01-27 20:15:00,2.4666,0.4887,229.264,10.759,20.251,14.322,31.275
2026-01-27 20:20:00,2.4932,0.4113,230.733,10.806,22.043,8.928,44.552
2026-01-27 20:25:00,2.4332,0.4391,228.143,10.665,15.782,11.223,38.769
2026-01-27 20:30:00,2.6399,0.4528,229.877,11.484,16.178,13.914,25.384
2026-01-27 20:35:00,2.2304,0.3553,231.223,9.646,12.344,6.407,42.347
2026-01-27 20:40:00,2.2089,0.2327,230.377,9.588,15.397,5.539,35.012
2026-01-27 20:45:00,2.186,0.318,230.951,9.465,16.145,14.268,44.471
2026-01-27 20:50:00,2.2055,0.3694,227.68,9.687,17.318,10.486,36.856
2026-01-27 20:55:00,2.2293,0.374,228.523,9.755,12.632,14.655,23.459
2026-01-27 21:00:00,2.2462,0.3084,228.567,9.827,21.789,7.537,32.021
2026-01-27 21:05:00,2.3158,0.4497,229.309,10.099,11.942,12.0,38.071
2026-01-27 21:10:00,2.1304,0.2487,233.396,9.128,20.877,5.922,18.506
2026-01-27 21:15:00,2.1123,0.3169,229.115,9.219,8.984,6.279,17.996
2026-01-27 21:20:00,2.2441,0.3794,227.141,9.88,15.648,9.484,22.33
2026-01-27 21:25:00,2.1014,0.3566,231.354,9.083,12.842,6.861,24.122
2026-01-27 21:30:00,2.1854,0.3603,233.367,9.365,14.832,5.474,29.946
2026-01-27 21:35:00,2.0968,0.2674,226.847,9.243,15.717,6.251,30.249
2026-01-27 21:40:00,1.8895,0.2185,234.932,8.043,12.674,3.487,19.006
2026-01-27 21:45:00,2.1901,0.3583,231.038,9.479,14.425,11.364,36.686
2026-01-27 21:50:00,2.2274,0.3562,232.585,9.577,18.801,9.193,35.16
2026-01-27 21:55:00,2.011,0.2372,233.668,8.606,16.425,4.299,24.161
2026-01-27 22:00:00,1.5707,0.2678,232.432,6.758,14.18,3.966,13.358
2026-01-27 22:05:00,1.657,0.2411,229.724,7.213,9.32,3.611,15.416
2026-01-27 22:10:00,1.6845,0.2809,233.044,7.228,13.008,7.967,22.286
2026-01-27 22:15:00,1.72,0.316,230.636,7.458,13.038,3.677,17.644
2026-01-27 22:20:00,1.8229,0.2132,232.726,7.833,11.527,9.913,23.776
2026-01-27 22:25:00,1.6183,0.1649,233.0,6.945,11.331,2.863,26.193
2026-01-27 22:30:00,1.5366,0.2734,227.273,6.761,9.215,4.477,23.316
2026-01-27 22:35:00,1.4601,0.235,231.986,6.294,7.292,8.936,16.387
2026-01-27 22:40:00,1.4881,0.2529,229.545,6.483,8.057,7.827,18.797
2026-01-27 22:45:00,1.5333,0.2818,230.345,6.656,7.332,3.115,24.546
2026-01-27 22:50:00,1.6827,0.3034,230.318,7.306,13.716,9.713,32.13
2026-01-27 22:55:00,1.5268,0.2994,230.217,6.632,12.246,6.308,27.098
2026-01-27 23:00:00,0.8663,0.1331,233.809,3.705,8.413,5.111,13.211
2026-01-27 23:05:00,0.873,0.1299,226.584,3.853,7.353,4.077,11.228
2026-01-27 23:10:00,0.9388,0.1316,225.694,4.159,4.196,4.765,12.107
2026-01-27 23:15:00,1.0031,0.1157,225.167,4.455,9.354,6.655,19.386
2026-01-27 23:20:00,0.8623,0.1356,232.673,3.706,7.933,2.439,7.609
2026-01-27 23:25:00,0.8518,0.1088,228.066,3.735,5.752,4.077,17.618
2026-01-27 23:30:00,0.9006,0.173,230.33,3.91,6.831,3.574,14.985
2026-01-27 23:35:00,0.8673,0.1373,229.713,3.776,8.552,1.617,14.612
2026-01-27 23:40:00,0.9023,0.1437,227.784,3.961,6.562,1.569,7.948
2026-01-27 23:45:00,0.8453,0.1145,232.129,3.642,7.987,1.913,13.443
2026-01-27 23:50:00,0.811,0.0853,229.681,3.531,3.772,3.984,11.673
2026-01-27 23:55:00,0.863,0.089,229.406,3.762,4.558,3.886,8.333
2026-01-28 00:00:00,0.3851,0.0548,230.582,1.67,2.595,1.708,4.547
2026-01-28 00:05:00,0.3874,0.042,231.802,1.671,2.936,0.707,7.54
2026-01-28 00:10:00,0.387,0.0622,227.603,1.7,3.455,1.553,5.886
2026-01-28 00:15:00,0.3996,0.0752,232.182,1.721,3.968,2.513,5.394
2026-01-28 00:20:00,0.3994,0.0752,233.625,1.709,2.57,1.46,3.691
2026-01-28 00:25:00,0.3976,0.066,226.435,1.756,1.767,1.905,6.863
2026-01-28 00:30:00,0.3764,0.0456,230.696,1.632,3.327,2.095,6.444
2026-01-28 00:35:00,0.3543,0.066,229.238,1.545,2.725,1.979,5.671
2026-01-28 00:40:00,0.3544,0.0668,231.748,1.529,1.887,1.511,5.214
2026-01-28 00:45:00,0.371,0.0444,226.958,1.634,2.616,2.21,5.103
2026-01-28 00:50:00,0.3374,0.0586,234.072,1.441,2.867,1.223,5.313
2026-01-28 00:55:00,0.3636,0.0468,225.98,1.609,3.149,2.222,4.091
2026-01-28 01:00:00,0.3236,0.0583,229.389,1.411,2.292,0.928,6.505
2026-01-28 01:05:00,0.3372,0.0673,231.086,1.459,2.005,1.034,5.291
2026-01-28 01:10:00,0.3633,0.0374,228.284,1.591,3.577,0.702,4.44
2026-01-28 01:15:00,0.3465,0.0657,227.891,1.52,2.784,1.956,4.834
2026-01-28 01:20:00,0.3421,0.0555,230.556,1.484,2.24,1.284,6.297
2026-01-28 01:25:00,0.3136,0.0619,230.194,1.362,1.82,0.882,3.247
2026-01-28 01:30:00,0.3421,0.0501,230.015,1.487,2.885,0.967,4.103
2026-01-28 01:35:00,0.3336,0.0616,232.147,1.437,1.861,2.06,5.614
2026-01-28 01:40:00,0.3527,0.0375,229.014,1.54,1.823,2.059,4.331
2026-01-28 01:45:00,0.3116,0.0416,230.799,1.35,2.262,1.382,5.684
2026-01-28 01:50:00,0.3217,0.0343,228.733,1.406,1.885,1.527,3.205
2026-01-28 01:55:00,0.327,0.0646,227.877,1.435,2.562,1.321,5.843
2026-01-28 02:00:00,0.331,0.0601,229.288,1.444,1.607,1.2,3.041
2026-01-28 02:05:00,0.3114,0.0577,228.753,1.361,2.487,1.944,2.644
2026-01-28 02:10:00,0.3218,0.0624,228.878,1.406,1.872,0.738,6.294
2026-01-28 02:15:00,0.3286,0.0357,232.913,1.411,1.37,1.235,5.127
2026-01-28 02:20:00,0.3202,0.0444,229.365,1.396,1.571,1.085,4.077
2026-01-28 02:25:00,0.3057,0.0327,228.343,1.339,2.939,1.271,3.437
2026-01-28 02:30:00,0.3095,0.0375,230.07,1.345,2.856,1.224,4.966
2026-01-28 02:35:00,0.3165,0.0389,230.261,1.374,1.75,1.349,4.651
2026-01-28 02:40:00,0.2807,0.0412,227.033,1.236,2.444,0.664,5.817
2026-01-28 02:45:00,0.2961,0.0376,229.254,1.292,2.285,1.253,6.107
2026-01-28 02:50:00,0.2854,0.0314,229.153,1.245,2.805,0.822,4.644
2026-01-28 02:55:00,0.3181,0.0371,229.57,1.386,2.019,0.823,4.412
2026-01-28 03:00:00,0.2725,0.0313,231.814,1.175,2.218,0.542,3.943
2026-01-28 03:05:00,0.2924,0.0577,230.342,1.269,1.327,1.602,4.931
2026-01-28 03:10:00,0.3108,0.0547,233.07,1.334,2.013,1.182,2.985
2026-01-28 03:15:00,0.3306,0.0651,229.971,1.437,3.236,1.587,4.112
2026-01-28 03:20:00,0.304,0.0438,234.44,1.297,2.222,1.612,2.819
2026-01-28 03:25:00,0.2923,0.0374,228.848,1.277,1.709,1.48,2.703
2026-01-28 03:30:00,0.3224,0.058,228.076,1.413,1.569,1.296,3.476
2026-01-28 03:35:00,0.2678,0.0355,231.368,1.158,2.215,0.966,3.856
2026-01-28 03:40:00,0.2531,0.0329,233.41,1.084,2.007,0.898,4.592
2026-01-28 03:45:00,0.289,0.0356,226.553,1.275,1.834,1.406,4.162
2026-01-28 03:50:00,0.2771,0.0313,229.508,1.208,2.692,1.148,3.472
2026-01-28 03:55:00,0.2738,0.0344,228.473,1.198,1.176,1.619,2.564
2026-01-28 04:00:00,0.3107,0.0421,230.357,1.349,1.845,1.877,4.726
2026-01-28 04:05:00,0.3097,0.0519,230.025,1.347,2.955,0.78,3.631
2026-01-28 04:10:00,0.3016,0.032,233.363,1.292,1.821,0.708,4.832
2026-01-28 04:15:00,0.292,0.0353,229.729,1.271,1.646,1.407,5.999
2026-01-28 04:20:00,0.3238,0.0586,233.437,1.387,2.358,1.027,3.149
2026-01-28 04:25:00,0.3158,0.0362,229.212,1.378,2.833,0.556,3.469
2026-01-28 04:30:00,0.2983,0.0401,232.316,1.284,1.422,1.823,4.25
2026-01-28 04:35:00,0.3209,0.0598,230.572,1.392,3.102,0.899,6.559
2026-01-28 04:40:00,0.2738,0.0316,234.325,1.169,2.411,1.729,4.924
2026-01-28 04:45:00,0.2657,0.0288,226.307,1.174,1.388,1.396,5.198
2026-01-28 04:50:00,0.2792,0.0415,227.09,1.23,2.323,1.53,3.492
2026-01-28 04:55:00,0.2929,0.0381,234.579,1.249,1.878,0.783,6.073
2026-01-28 05:00:00,0.3546,0.0554,228.167,1.554,2.31,1.006,3.411
2026-01-28 05:05:00,0.353,0.0637,228.325,1.546,3.084,1.508,3.176
2026-01-28 05:10:00,0.3688,0.0419,227.811,1.619,3.608,0.932,7.017
2026-01-28 05:15:00,0.3414,0.054,232.871,1.466,1.675,1.09,6.803
2026-01-28 05:20:00,0.3884,0.0585,226.866,1.712,2.572,1.272,3.677
2026-01-28 05:25:00,0.3556,0.0407,230.056,1.546,2.48,0.877,3.468
2026-01-28 05:30:00,0.3696,0.06,229.336,1.612,2.351,0.995,3.233
2026-01-28 05:35:00,0.3489,0.0444,232.591,1.5,2.193,1.957,3.363
2026-01-28 05:40:00,0.3455,0.0514,228.591,1.512,1.545,0.865,3.784
2026-01-28 05:45:00,0.3455,0.0374,231.038,1.495,2.821,0.625,7.068
2026-01-28 05:50:00,0.3453,0.0504,227.072,1.521,2.317,1.662,5.76
2026-01-28 05:55:00,0.3538,0.0462,235.685,1.501,1.876,2.316,6.392
2026-01-28 06:00:00,0.782,0.1425,229.401,3.409,6.981,2.599,14.104
2026-01-28 06:05:00,0.7552,0.0798,230.022,3.283,6.682,1.707,11.345
2026-01-28 06:10:00,0.7854,0.1114,234.137,3.354,5.501,3.549,14.374
2026-01-28 06:15:00,0.7589,0.1107,228.533,3.321,4.483,4.704,11.976
2026-01-28 06:20:00,0.8128,0.1402,234.168,3.471,6.412,4.541,9.97
2026-01-28 06:25:00,0.7221,0.1137,228.971,3.154,4.223,3.451,11.083
2026-01-28 06:30:00,0.7986,0.1331,231.679,3.447,4.427,2.589,11.981
2026-01-28 06:35:00,0.7164,0.1273,228.568,3.134,6.038,3.135,13.345
2026-01-28 06:40:00,0.6565,0.1222,226.61,2.897,2.89,1.394,13.526
2026-01-28 06:45:00,0.7075,0.093,231.036,3.062,3.339,3.581,9.531
2026-01-28 06:50:00,0.6828,0.105,231.6,2.948,2.872,3.613,12.205
2026-01-28 06:55:00,0.7476,0.1376,226.71,3.298,3.782,4.853,7.162
2026-01-28 07:00:00,1.1983,0.2384,229.232,5.227,5.475,3.557,21.622
